source,cpi_code,cpi_item,code,link_id,name,product_name,brand,weight,item_unit,base_unit,stock,price,discount_price,url,image_url,category_l1,category_l2,lebanon_category,date
tawfeer,11813,"Chocolate bars, imported",425024,4901690,Kit Kat 4 Fingers 36.5G,Kit Kat 4 Fingers 36.5G,KIT KAT,36.5G,piece,,True,0.59,0.59,https://shop.tawfeer.market/shop/stores/24/Raouche/products/425024/Kit%20Kat%204%20Fingers%2036.5G,https://suppystorage.blob.core.windows.net/valeur/items/3685.jpg,Snacks & Candy,Chocolates,"118 - Sugar, Jam, Honey & Confectionery",2026-06-14
tawfeer,11813,"Chocolate bars, imported",423388,4871190,Snickers Chocolate 40G,Snickers Chocolate 40G,SNIKERS,40G,piece,,True,0.66,0.66,https://shop.tawfeer.market/shop/stores/24/Raouche/products/423388/Snickers%20Chocolate%2040G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_740853_1.jpg,Snacks & Candy,Chocolates,"118 - Sugar, Jam, Honey & Confectionery",2026-06-14
tawfeer,11813,"Chocolate bars, imported",482685,8295110,Twix Chocolate Bar 46G,Twix Chocolate Bar 46G,Twix,46G,piece,,True,0.66,0.66,https://shop.tawfeer.market/shop/stores/24/Raouche/products/482685/Twix%20Chocolate%20Bar%2046G https://shop.tawfeer.market/shop/stores/24/Raouche/products/422408/Mars%20Chocolate%20Bar%2040G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_797984_1.jpg,Snacks & Candy,Chocolates,"118 - Sugar, Jam, Honey & Confectionery",2026-06-14
tawfeer,11814,"Chocolate ,Childrens Sweets",420683,4783497,Kinder Chocolate Bars 4 Pieces 50G,Kinder Chocolate Bars 4 Pieces 50G,Kinder,50G,piece,,True,0.99,0.99,https://shop.tawfeer.market/shop/stores/24/Raouche/products/420683/Kinder%20Chocolate%20Bars%204%20Pieces%2050G,https://suppystorage.blob.core.windows.net/valeur/items/1523_1.jpg,Snacks & Candy,Chocolates,"118 - Sugar, Jam, Honey & Confectionery",2026-06-14
tawfeer,11819,Local honey,148048,1746966,Jabal El Sheikh Natural Honey 1000G,Jabal El Sheikh Natural Honey 1000G,JABAL EL SHEIKH,1000G,piece,,True,11.74,11.74,https://shop.tawfeer.market/shop/stores/24/Raouche/products/148048/Jabal%20El%20Sheikh%20Natural%20Honey%201000G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_559667_1.jpg,Snacks & Candy,"Honey, Syrups & Spreads Desserts","118 - Sugar, Jam, Honey & Confectionery",2026-06-14
tawfeer,11820,Imported honey,33996,3771970,Langnese Pure Bee Honey 375G,Langnese Pure Bee Honey 375G,LANGNESE,375G,piece,,True,9.14,9.14,https://shop.tawfeer.market/shop/stores/24/Raouche/products/33996/Langnese%20Pure%20Bee%20Honey%20375G,https://suppystorage.blob.core.windows.net/valeur/items/58241_1.jpg,Snacks & Candy,"Honey, Syrups & Spreads Desserts","118 - Sugar, Jam, Honey & Confectionery",2026-06-14
tawfeer,11823,Ice Cream All Types,64133,1486170,Bisous Oreo Cup Ice Cream 145G,Bisous Oreo Cup Ice Cream 145G,BISOUS,145G,piece,,True,2.59,2.59,https://shop.tawfeer.market/shop/stores/24/Raouche/products/64133/Bisous%20Oreo%20Cup%20Ice%20Cream%20145G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_285045_1.jpg,Frozen Food,Ice Cream & Desserts,"118 - Sugar, Jam, Honey & Confectionery",2026-06-14
tawfeer,11823,Ice Cream All Types,425179,425179,London Dairy Ice Cream Premium Vanilla 125Ml,London Dairy Ice Cream Premium Vanilla 125Ml,,125ML,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/425179/London%20Dairy%20Ice%20Cream%20Premium%20Vanilla%20125Ml,,,,"118 - Sugar, Jam, Honey & Confectionery",2026-06-14
tawfeer,11823,Ice Cream All Types,56255,8005497,Haagen-Dazs Ice Cream Chocolate Choc Almond 70G,Haagen-Dazs Ice Cream Chocolate Choc Almond 70G,HAAGEN-DAZS,70G,piece,,True,2.24,2.24,https://shop.tawfeer.market/shop/stores/24/Raouche/products/56255/Haagen-Dazs%20Ice%20Cream%20Chocolate%20Choc%20Almond%2070G,https://suppystorage.blob.core.windows.net/valeur/items/91196_1.jpg,Frozen Food,Ice Cream & Desserts,"118 - Sugar, Jam, Honey & Confectionery",2026-06-14
tawfeer,11826,Potates chips,148954,1755111,Snips Baked Potato Chips Sea Salt 165G,Snips Baked Potato Chips Sea Salt 165G,SNIPS,165G,piece,,True,1.11,1.11,https://shop.tawfeer.market/shop/stores/24/Raouche/products/148954/Snips%20Baked%20Potato%20Chips%20Sea%20Salt%20165G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_560472_1.jpg,Snacks & Candy,Chips & Dips,"118 - Sugar, Jam, Honey & Confectionery",2026-06-14
tawfeer,11826,Potates chips,367088,4328094,Fantasia Chips Original 160G,Fantasia Chips Original 160G,FANTASIA CHIPS,160G,piece,,True,1.11,1.11,https://shop.tawfeer.market/shop/stores/24/Raouche/products/367088/Fantasia%20Chips%20Original%20160G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_679247_1.jpg,Snacks & Candy,Chips & Dips,"118 - Sugar, Jam, Honey & Confectionery",2026-06-14
tawfeer,11826,Potates chips,422568,422568,Master Chips Salt 65G,Master Chips Salt 65G,,65G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/422568/Master%20Chips%20Salt%2065G,,,,"118 - Sugar, Jam, Honey & Confectionery",2026-06-14
tawfeer,11902,Soft salt,148399,1748898,Joud Fine Sea Salt 700G,Joud Fine Sea Salt 700G,JOUD,700G,piece,,True,0.13,0.13,https://shop.tawfeer.market/shop/stores/24/Raouche/products/148399/Joud%20Fine%20Sea%20Salt%20700G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_560036_1.jpg,Cooking Ingredients,Salt,119 - Food Products n.e.c.,2026-06-14
tawfeer,11905,Mixed spices,50957,480793,Abido All Spices 50G,Abido All Spices 50G,ABIDO,50G,piece,,True,1.64,1.64,https://shop.tawfeer.market/shop/stores/24/Raouche/products/50957/Abido%20All%20Spices%2050G,https://suppystorage.blob.core.windows.net/valeur/items/166820_1.jpg,Cooking Ingredients,Seasonings & Spices,119 - Food Products n.e.c.,2026-06-14
tawfeer,11906,Ginger,468774,7704717,Fresh Ginger - زنجبيل,Fresh Ginger - زنجبيل,TAWFEER,,500g,g,True,5.25,2.62,https://shop.tawfeer.market/shop/stores/24/Raouche/products/468774/Fresh%20Ginger%20-%20%D8%B2%D9%86%D8%AC%D8%A8%D9%8A%D9%84,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_784368_1.jpg,Fruits & Vegetables,Fresh Vegetables,119 - Food Products n.e.c.,2026-06-14
tawfeer,11911,black pepper,53246,480751,Abido Black Pepper 50G,Abido Black Pepper 50G,ABIDO,50G,piece,,True,1.79,1.79,https://shop.tawfeer.market/shop/stores/24/Raouche/products/53246/Abido%20Black%20Pepper%2050G,https://suppystorage.blob.core.windows.net/valeur/items/170249_1.jpg,Cooking Ingredients,Seasonings & Spices,119 - Food Products n.e.c.,2026-06-14
tawfeer,11916,Tahini liquid,38112,3627185,Al Kanater Tahini 2Kg,Al Kanater Tahini 2Kg,AL KANATER,2KG,piece,,True,11.09,11.09,https://shop.tawfeer.market/shop/stores/24/Raouche/products/38112/Al%20Kanater%20Tahini%202Kg,https://suppystorage.blob.core.windows.net/valeur/items/68702_1.jpg,Snacks & Candy,"Honey, Syrups & Spreads Desserts",119 - Food Products n.e.c.,2026-06-14
tawfeer,11933,Mayonnaise,19949,498271,Plein Soleil Mayonnaise 500Ml,Plein Soleil Mayonnaise 500Ml,Plein Soleil,500ML,piece,,True,3.84,3.84,"https://shop.tawfeer.market/shop/stores/24/Raouche/products/19949/Plein%20Soleil%20Mayonnaise%20500Ml,",https://suppystorage.blob.core.windows.net/valeur/items/50873_1.jpg,Cooking Ingredients,Dressings & Sauces,119 - Food Products n.e.c.,2026-06-14
tawfeer,11933,Mayonnaise,37326,478729,Puidor Mayonnaise 235Ml,Puidor Mayonnaise 235Ml,PUIDOR,235ML,piece,,True,1.64,1.64,https://shop.tawfeer.market/shop/stores/24/Raouche/products/37326/Puidor%20Mayonnaise%20235Ml,https://suppystorage.blob.core.windows.net/valeur/items/160885_1.jpg,Cooking Ingredients,Dressings & Sauces,119 - Food Products n.e.c.,2026-06-14
tawfeer,11934,Ketchup,38648,38648,Plein Soleil Tomato Ketchup 510G,Plein Soleil Tomato Ketchup 510G,,510G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/38648/Plein%20Soleil%20Tomato%20Ketchup%20510G,,,,119 - Food Products n.e.c.,2026-06-14
tawfeer,11934,Ketchup,102141,1104968,Dolly's Tomato Ketchup 330G,Dolly's Tomato Ketchup 330G,Dolly's,330G,piece,,True,0.89,0.89,https://shop.tawfeer.market/shop/stores/24/Raouche/products/102141/Dolly's%20Tomato%20Ketchup%20330G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_515971_1.jpg,Cooking Ingredients,Dressings & Sauces,119 - Food Products n.e.c.,2026-06-14
tawfeer,11935,Chili,108212,1718309,Plein Soleil Sriracha Chili Sauce 520G,Plein Soleil Sriracha Chili Sauce 520G,Plein Soleil,520G,piece,,True,5.49,5.49,https://shop.tawfeer.market/shop/stores/24/Raouche/products/108212/Plein%20Soleil%20Sriracha%20Chili%20Sauce%20520G,https://suppystorage.blob.core.windows.net/valeur/items/182209_1.jpg,Cooking Ingredients,Dressings & Sauces,119 - Food Products n.e.c.,2026-06-14
tawfeer,11936,Chicken Soup,22424,480766,Maggi Soup Spring Season 59G,Maggi Soup Spring Season 59G,MAGGI,59G,piece,,True,0.51,0.51,https://shop.tawfeer.market/shop/stores/24/Raouche/products/22424/Maggi%20Soup%20Spring%20Season%2059G,https://suppystorage.blob.core.windows.net/valeur/items/7850.jpg,Dry Foods & Pantry,"Soups, Noodles & Ready to Cook",119 - Food Products n.e.c.,2026-06-14
tawfeer,12101,"Tea (Bashen, Rabie, and Abu gabal)",19922,1299695,Horse Head Ceylon Tea 160G,Horse Head Ceylon Tea 160G,HORSE HEAD,160G,piece,,True,2.09,2.09,https://shop.tawfeer.market/shop/stores/24/Raouche/products/19922/Horse%20Head%20Ceylon%20Tea%20160G,https://suppystorage.blob.core.windows.net/valeur/items/50146_1.jpg,Hot Beverages,Tea,"121 - Coffee, Tea and Cocoa",2026-06-14
tawfeer,12102,Tea bags,425582,4900371,Lipton Yellow Label Black Tea 100 Bags,Lipton Yellow Label Black Tea 100 Bags,LIPTON,100BAGS,piece,,True,2.45,2.45,https://shop.tawfeer.market/shop/stores/24/Raouche/products/425582/Lipton%20Yellow%20Label%20Black%20Tea%20100%20Bags,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_485304_1.jpg,Hot Beverages,Tea,"121 - Coffee, Tea and Cocoa",2026-06-14
tawfeer,12103,"Tea, cans",97167,4113928,Lipton Ice Tea Tropical Zero Sugar 320Ml,Lipton Ice Tea Tropical Zero Sugar 320Ml,LIPTON,320ML,piece,,True,0.69,0.69,https://shop.tawfeer.market/shop/stores/24/Raouche/products/97167/Lipton%20Ice%20Tea%20Tropical%20Zero%20Sugar%20320Ml,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_508919_1.jpg,Beverages,Soft Drinks,"121 - Coffee, Tea and Cocoa",2026-06-14
tawfeer,12104,Green tea,353006,3766664,Horse Head Green Tea 160G,Horse Head Green Tea 160G,HORSE HEAD,160G,piece,,True,2.74,2.74,https://shop.tawfeer.market/shop/stores/24/Raouche/products/353006/Horse%20Head%20Green%20Tea%20160G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_665089_1.jpg,Hot Beverages,Tea,"121 - Coffee, Tea and Cocoa",2026-06-14
tawfeer,12109,Roasted and ground coffee,425369,4930089,Nescafe Instant Coffee Red Mug 190G,Nescafe Instant Coffee Red Mug 190G,NESCAFE,190G,piece,,True,8.69,8.69,https://shop.tawfeer.market/shop/stores/24/Raouche/products/425369/Nescafe%20Instant%20Coffee%20Red%20Mug%20190G,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_277163_1.jpg,Hot Beverages,Hot Drinks & Creamers,"121 - Coffee, Tea and Cocoa",2026-06-14
tawfeer,12110,Turkish coffee,28521,28521,Carioca Cafe 400G,Carioca Cafe 400G,,400G,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/28521/Carioca%20Cafe%20400G,,,,"121 - Coffee, Tea and Cocoa",2026-06-14
tawfeer,12114,instant cappuccino,50185,479368,Nescafe Cappuccino 19.3G,Nescafe Cappuccino 19.3G,NESCAFE,19.3G,piece,,True,0.3,0.3,https://shop.tawfeer.market/shop/stores/24/Raouche/products/50185/Nescafe%20Cappuccino%2019.3G,https://suppystorage.blob.core.windows.net/valeur/items/166107_1.jpg,Hot Beverages,Hot Drinks & Creamers,"121 - Coffee, Tea and Cocoa",2026-06-14
tawfeer,12201,"Health water, bottled",50846,50846,Talaya 1750 Mineral Water 0.5L,Talaya 1750 Mineral Water 0.5L,,0.5L,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/50846/Talaya%201750%20Mineral%20Water%200.5L,,,,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12201,"Health water, bottled",22762,22762,Sohat Mineral Water 0.5L,Sohat Mineral Water 0.5L,,0.5L,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/22762/Sohat%20Mineral%20Water%200.5L,,,,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12201,"Health water, bottled",27826,27826,Nestle Pure Life Water 0.6L,Nestle Pure Life Water 0.6L,,0.6L,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/27826/Nestle%20Pure%20Life%20Water%200.6L,,,,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12202,"Health water, jerry cans",27558,27558,Nestle Pure Life Water Gallon 6L,Nestle Pure Life Water Gallon 6L,,6L,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/27558/Nestle%20Pure%20Life%20Water%20Gallon%206L,,,,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12202,"Health water, jerry cans",18748,783706,Tannourine Mineral Water Gallon 6L,Tannourine Mineral Water Gallon 6L,tannourine,6L,piece,,True,1.29,1.29,https://shop.tawfeer.market/shop/stores/24/Raouche/products/18748/Tannourine%20Mineral%20Water%20Gallon%206L,https://suppystorage.blob.core.windows.net/valeur/items/42298_1.jpg,Water,Still Water ,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12204,"Canned orange juice, local",29454,480258,Maccaw Juice Orange 1L,Maccaw Juice Orange 1L,MACCAW,1L,piece,,True,2.59,2.59,https://shop.tawfeer.market/shop/stores/24/Raouche/products/29454/Maccaw%20Juice%20Orange%201L,https://suppystorage.blob.core.windows.net/valeur/items/37223_1.jpg,Beverages,Juices,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12206,Mango juice-local,38925,3140016,Fruitastic Juice Mango 1L,Fruitastic Juice Mango 1L,FRUITASTIC,1L,piece,,True,1.94,1.94,https://shop.tawfeer.market/shop/stores/24/Raouche/products/38925/Fruitastic%20Juice%20Mango%201L,https://suppystorage.blob.core.windows.net/valeur/items/129882_1.jpg,Beverages,Juices,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12206,Mango juice-local,18046,18046,Uno Juice Mango 1L,Uno Juice Mango 1L,,1L,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/18046/Uno%20Juice%20Mango%201L,,,,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12208,"Canned mixed fruit juice, local",29426,480255,Maccaw Juice Exotic Fruit 1L,Maccaw Juice Exotic Fruit 1L,MACCAW,1L,piece,,True,1.79,1.79,https://shop.tawfeer.market/shop/stores/24/Raouche/products/29426/Maccaw%20Juice%20Exotic%20Fruit%201L,https://suppystorage.blob.core.windows.net/valeur/items/37226.jpg,Beverages,Juices,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12208,"Canned mixed fruit juice, local",32318,32318,Tropicana Slice Juice Mixed Fruits 180Ml,Tropicana Slice Juice Mixed Fruits 180Ml,,180ML,,,,,,https://shop.tawfeer.market/shop/stores/24/Raouche/products/32318/Tropicana%20Slice%20Juice%20Mixed%20Fruits%20180Ml,,,,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12212,Apple Juice Cedar,29424,480256,Maccaw Juice Apple 1L,Maccaw Juice Apple 1L,MACCAW,1L,piece,,True,1.79,1.79,https://shop.tawfeer.market/shop/stores/24/Raouche/products/29424/Maccaw%20Juice%20Apple%201L,https://suppystorage.blob.core.windows.net/valeur/items/37225.jpg,Beverages,Juices,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12212,Apple Juice Cedar,19109,480249,Mr Juicy Juice Apple 180Ml,Mr Juicy Juice Apple 180Ml,Mr Juicy,180ML,piece,,True,0.19,0.19,https://shop.tawfeer.market/shop/stores/24/Raouche/products/19109/Mr%20Juicy%20Juice%20Apple%20180Ml,https://suppystorage.blob.core.windows.net/valeur/items/54279.jpg,Beverages,Juices,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12233,Powder juice (tang),28083,480069,Darina Instant Powder Juice Mango 750G,Darina Instant Powder Juice Mango 750G,DARINA,750G,piece,,True,2.14,2.14,https://shop.tawfeer.market/shop/stores/24/Raouche/products/28083/Darina%20Instant%20Powder%20Juice%20Mango%20750G,https://suppystorage.blob.core.windows.net/valeur/items/24239_1.jpg,Beverages,Powder Juice,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12233,Powder juice (tang),28087,480068,Darina Instant Powder Juice Pineapple 750G,Darina Instant Powder Juice Pineapple 750G,DARINA,750G,piece,,True,2.14,2.14,https://shop.tawfeer.market/shop/stores/24/Raouche/products/28087/Darina%20Instant%20Powder%20Juice%20Pineapple%20750G,https://suppystorage.blob.core.windows.net/valeur/items/24241.jpg,Beverages,Powder Juice,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12234,"Carbonated drinks, bottles",17777,480140,Pepsi Soft Drink 2.25L,Pepsi Soft Drink 2.25L,PEPSI,2.25L,piece,,True,1.67,1.67,https://shop.tawfeer.market/shop/stores/24/Raouche/products/17777/Pepsi%20Soft%20Drink%202.25L,https://suppystorage.blob.core.windows.net/valeur/items/6767.jpg,Beverages,Soft Drinks,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12234,"Carbonated drinks, bottles",36086,480098,7Up Soft Drink Bottle 330Ml,7Up Soft Drink Bottle 330Ml,7UP,330ML,piece,,True,0.64,0.64,https://shop.tawfeer.market/shop/stores/24/Raouche/products/36086/7Up%20Soft%20Drink%20Bottle%20330Ml,https://suppystorage.blob.core.windows.net/valeur/items/155542.jpg,Beverages,Soft Drinks,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12234,"Carbonated drinks, bottles",18630,480096,Mirinda Soft Drink 1.25L,Mirinda Soft Drink 1.25L,MIRINDA,1.25L,piece,,True,1.37,1.37,https://shop.tawfeer.market/shop/stores/24/Raouche/products/18630/Mirinda%20Soft%20Drink%201.25L,https://suppystorage.blob.core.windows.net/valeur/items/38622.jpg,Beverages,Soft Drinks,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12235,"Carbonated drinks, cans",17801,480134,7Up Soft Drink Can 330Ml,7Up Soft Drink Can 330Ml,7UP,330ML,piece,,True,0.69,0.69,https://shop.tawfeer.market/shop/stores/24/Raouche/products/17801/7Up%20Soft%20Drink%20Can%20330Ml,https://suppystorage.blob.core.windows.net/valeur/items/6777_1.jpg,Beverages,Soft Drinks,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12235,"Carbonated drinks, cans",17785,480132,Mirinda Soft Drink Orange Can 330Ml,Mirinda Soft Drink Orange Can 330Ml,MIRINDA,330ML,piece,,True,0.69,0.69,https://shop.tawfeer.market/shop/stores/24/Raouche/products/17785/Mirinda%20Soft%20Drink%20Orange%20Can%20330Ml,https://suppystorage.blob.core.windows.net/valeur/items/6770_1.jpg,Beverages,Soft Drinks,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12235,"Carbonated drinks, cans",17850,480146,Pepsi Soft Drink Can 330Ml,Pepsi Soft Drink Can 330Ml,PEPSI,330ML,piece,,True,0.69,0.69,https://shop.tawfeer.market/shop/stores/24/Raouche/products/17850/Pepsi%20Soft%20Drink%20Can%20330Ml,https://suppystorage.blob.core.windows.net/valeur/items/6766.jpg,Beverages,Soft Drinks,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12236,"Beer, bottles",107014,3277304,Bavaria Apple Non Alcoholic Malt Drink 330Ml,Bavaria Apple Non Alcoholic Malt Drink 330Ml,BAVARIA,330ML,piece,,True,1.34,1.34,https://shop.tawfeer.market/shop/stores/24/Raouche/products/107014/Bavaria%20Apple%20Non%20Alcoholic%20Malt%20Drink%20330Ml,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_491675_1.jpg,Beverages,Flavored Drinks,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12236,"Beer, bottles",24437,480027,Laziza Malt Drink Non Alcoholic Strawberry 330Ml,Laziza Malt Drink Non Alcoholic Strawberry 330Ml,LAZIZA,330ML,piece,,True,0.75,0.75,https://shop.tawfeer.market/shop/stores/24/Raouche/products/24437/Laziza%20Malt%20Drink%20Non%20Alcoholic%20Strawberry%20330Ml,https://suppystorage.blob.core.windows.net/valeur/items/138210.jpg,Beverages,Flavored Drinks,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12243,Energy drink,62500,1253798,Super Boom Energy Drink 250Ml,Super Boom Energy Drink 250Ml,SUPER BOOM,250ML,piece,,True,0.84,0.84,https://shop.tawfeer.market/shop/stores/24/Raouche/products/62500/Super%20Boom%20Energy%20Drink%20250Ml,https://suppystorage.blob.core.windows.net/valeur/items/FMCG_280616_1.jpg,Beverages,Energy & Sports Drinks,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
tawfeer,12243,Energy drink,40086,783697,Dark Blue Energy Drink 500Ml,Dark Blue Energy Drink 500Ml,DARK BLUE,500ML,piece,,True,0.69,0.69,https://shop.tawfeer.market/shop/stores/24/Raouche/products/40086/Dark%20Blue%20Energy%20Drink%20500Ml,https://suppystorage.blob.core.windows.net/valeur/items/162025_1.jpg,Beverages,Energy & Sports Drinks,"122 - Mineral Waters, Soft Drinks & Juices",2026-06-14
